,Unnamed: 0,id,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,img_url
807,17023,232715,232715,['GN0901'],20170317,Things I`ve Never Said (Deluxe Edition),2694871,[875128],Let It Out,['GN0900'],['Frances'],None
808,512,635360,635360,['GN0901'],20170324,The Valley,10048415,[753590],Blue Heaven Midnight Crush,['GN0900'],['Betty Who'],https://musicmeta-phinf.pstatic.net/album/001/855/1855136.jpg?type=r360Fll&v=20180910143512
809,513,542178,542178,['GN0901'],20170414,Lost In You,10056869,[536982],Lost In You,['GN0900'],['Lena'],https://musicmeta-phinf.pstatic.net/album/001/998/1998832.jpg?type=r360Fll&v=20200219074711
810,514,619645,619645,['GN0901'],20170609,Sign of the Times,10069097,"[785228, 744309]",Sign of the Times,['GN0900'],"['Jasmine Thompson', 'Sabrina Carpenter']",https://musicmeta-phinf.pstatic.net/album/002/016/2016714.jpg?type=r360Fll&v=20170613160806
811,515,625468,625468,['GN1001'],20170616,From The Outside,10067503,[875113],Hoodie,['GN1000'],['Hey Violet'],https://musicmeta-phinf.pstatic.net/album/002/015/2015257.jpg?type=r360Fll&v=20200220055716
812,516,389827,389827,"['GN0901', 'GN0902', 'GN1001']",20170630,The Click,10075162,[770539],The Good Part,"['GN0900', 'GN1000']",['AJR'],https://musicmeta-phinf.pstatic.net/album/002/069/2069278.jpg?type=r360Fll&v=20180910143224
813,5482,358308,358308,"['GN0901', 'GN0902', 'GN1001']",20170630,The Click,10075162,[770539],Weak,"['GN0900', 'GN1000']",['AJR'],https://musicmeta-phinf.pstatic.net/album/002/069/2069278.jpg?type=r360Fll&v=20180910143224
815,7869,673105,673105,"['GN0901', 'GN0902', 'GN1001']",20170630,The Click,10075162,[770539],I`m Not Famous,"['GN0900', 'GN1000']",['AJR'],https://musicmeta-phinf.pstatic.net/album/002/069/2069278.jpg?type=r360Fll&v=20180910143224
816,517,427021,427021,['GN0901'],20170707,Why,10078889,[744309],Why,['GN0900'],['Sabrina Carpenter'],https://musicmeta-phinf.pstatic.net/album/000/002/2293.jpg?type=r360Fll&v=20200409151907
818,519,441578,441578,"['GN1105', 'GN1101']",20170721,Eighteen,10081039,[967504],Eighteen,['GN1100'],['Tep No'],https://musicmeta-phinf.pstatic.net/album/000/494/494660.jpg?type=r360Fll&v=20171031175704
819,520,444926,444926,"['GN1105', 'GN1101', 'GN1109']",20170727,Love In Ruins,10086211,[944462],Love In Ruins (Feat. Sinead Harnett),['GN1100'],['Gryffin'],https://musicmeta-phinf.pstatic.net/album/002/115/2115421.jpg?type=r360Fll&v=20200219154211
820,521,525787,525787,['GN0901'],20170811,All Your Fault : Pt. 2,10063785,[627452],(Not) The One,['GN0900'],['Bebe Rexha'],https://musicmeta-phinf.pstatic.net/album/002/007/2007172.jpg?type=r360Fll&v=20180416203023
821,523,599324,599324,['GN0901'],20171020,Torn,10103646,[944678],Torn,['GN0900'],['Campsite Dream'],https://musicmeta-phinf.pstatic.net/album/003/147/3147481.jpg?type=r360Fll&v=20190820120027
822,524,620982,620982,['GN0901'],20171027,Waves,10100737,[838717],Collide,['GN0900'],['Rachel Platten'],https://musicmeta-phinf.pstatic.net/album/002/232/2232650.jpg?type=r360Fll&v=20171027154801
823,525,481738,481738,['GN0901'],20171027,Waves,10100737,[838717],Labels,['GN0900'],['Rachel Platten'],https://musicmeta-phinf.pstatic.net/album/002/232/2232650.jpg?type=r360Fll&v=20171027154801
824,2596,244233,244233,['GN0901'],20140207,Waves,2256634,[755729],Waves,['GN0900'],['Mr. Probz'],https://musicmeta-phinf.pstatic.net/album/002/232/2232650.jpg?type=r360Fll&v=20171027154801
825,7774,217102,217102,['GN0901'],20171027,Waves,10100737,[838717],Perfect For You,['GN0900'],['Rachel Platten'],https://musicmeta-phinf.pstatic.net/album/002/232/2232650.jpg?type=r360Fll&v=20171027154801
826,12960,640808,640808,['GN0901'],20171027,Waves,10100737,[838717],Shivers,['GN0900'],['Rachel Platten'],https://musicmeta-phinf.pstatic.net/album/002/232/2232650.jpg?type=r360Fll&v=20171027154801
827,526,631970,631970,['GN0901'],20170929,Cageless,10107301,[206249],Better Days,['GN0900'],['Hedley'],https://musicmeta-phinf.pstatic.net/album/002/292/2292318.jpg?type=r360Fll&v=20200220045711
829,12685,673841,673841,['GN0901'],20170929,Cageless,10107301,[206249],All Night,['GN0900'],['Hedley'],https://musicmeta-phinf.pstatic.net/album/002/292/2292318.jpg?type=r360Fll&v=20200220045711
830,528,437488,437488,['GN0901'],20171115,reputation,10091197,[325867],New Year’s Day,['GN0900'],['Taylor Swift'],https://musicmeta-phinf.pstatic.net/album/002/174/2174273.jpg?type=r360Fll&v=20200218145711
832,530,27150,27150,"['GN1301', 'GN1302']",20171115,Style Book,10111495,[614091],Work Out,['GN1300'],['Sam Ock'],https://musicmeta-phinf.pstatic.net/album/002/281/2281143.jpg?type=r360Fll&v=20181011215243
833,531,191782,191782,['GN0901'],20171124,Growing Pains,10076989,[1814677],Like You Like That,['GN0900'],['L Devine'],https://musicmeta-phinf.pstatic.net/album/002/109/2109281.jpg?type=r360Fll&v=20180416203018
835,12373,647402,647402,['GN0901'],20151204,Growing Pains,2654311,[163679],I Don`t Wanna See You With Her,['GN0900'],['Maria Mena'],https://musicmeta-phinf.pstatic.net/album/002/109/2109281.jpg?type=r360Fll&v=20180416203018
837,533,171443,171443,"['GN1401', 'GN1404']",20171124,More,10113577,[714453],More,['GN1400'],['Hunter Hayes'],https://musicmeta-phinf.pstatic.net/album/000/026/26722.jpg?type=r360Fll&v=20191212155744
838,5759,548270,548270,"['GN1307', 'GN1301', 'GN1302']",20040422,More,34574,[29412],Officially Missing You,['GN1300'],['Tamia'],https://musicmeta-phinf.pstatic.net/album/000/026/26722.jpg?type=r360Fll&v=20191212155744
841,534,196861,196861,"['GN0901', 'GN0902', 'GN1001']",20171204,Medicines,10116125,[1646499],Panther Paws,"['GN0900', 'GN1000']",['Claire Mortifee'],https://musicmeta-phinf.pstatic.net/album/002/287/2287107.jpg?type=r360Fll&v=20180104122909
842,535,442790,442790,"['GN1401', 'GN1404']",20171117,Lambs & Lions,10116281,[978934],Eyes On You,['GN1400'],['Chase Rice'],https://musicmeta-phinf.pstatic.net/album/002/005/2005078.jpg?type=r360Fll&v=20200219090210
843,536,104926,104926,['GN1201'],20171208,DAMN. COLLECTORS EDITION.,10118328,[554340],LOVE. (Feat. Zacari),['GN1200'],['Kendrick Lamar'],https://musicmeta-phinf.pstatic.net/album/002/289/2289193.jpg?type=r360Fll&v=20200220040709
844,537,226634,226634,"['GN1104', 'GN1103', 'GN1101']",20171211,We Could Be,10118713,[906133],We Could Be,['GN1100'],['Skye Holland'],https://musicmeta-phinf.pstatic.net/album/002/959/2959867.jpg?type=r360Fll&v=20200219205208
845,538,657034,657034,['GN0901'],20171215,Just A Kid (Feat. Kevin Writer),10119705,[839405],Just A Kid (Feat. Kevin Writer),['GN0900'],['Two Friends'],https://musicmeta-phinf.pstatic.net/album/002/294/2294422.jpg?type=r360Fll&v=20180417022512
847,540,497633,497633,['GN0901'],20180112,Camila,10085877,[928017],In the Dark,['GN0900'],['Camila Cabello'],https://musicmeta-phinf.pstatic.net/album/002/152/2152059.jpg?type=r360Fll&v=20180910140116
848,6860,318762,318762,['GN0901'],20180112,Camila,10085877,[928017],Havana (Feat. Young Thug),['GN0900'],['Camila Cabello'],https://musicmeta-phinf.pstatic.net/album/002/152/2152059.jpg?type=r360Fll&v=20180910140116
853,7673,575867,575867,"['GN0401', 'GN0509', 'GN0501']",20191110,Home,10349278,[1382339],still,"['GN0500', 'GN0400']",['92914'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
854,14369,512333,512333,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20180720,Home,10186741,[1646732],Home (Radio Edit),"['GN2700', 'GN1100']",['Menshee'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
855,14397,153901,153901,"['GN1907', 'GN1912', 'GN1902', 'GN1901']",20060412,Home,323539,[109105],Top Of The World,['GN1900'],['Naomi & Goro'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
856,14433,12662,12662,"['GN1701', 'GN1703', 'GN1702']",20151209,Home,2655460,[254532],If I Think Of You,['GN1700'],['Emi Meyer'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
857,16368,84117,84117,"['GN0601', 'GN0604']",19920000,Home,5331,[100149],인형의 기사 Part Ⅱ,['GN0600'],['넥스트'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
858,16369,501902,501902,"['GN0601', 'GN0604']",19920000,Home,5331,[100149],집으로 가는 길,['GN0600'],['넥스트'],https://musicmeta-phinf.pstatic.net/album/000/456/456733.jpg?type=r360Fll&v=20191212205707
860,542,207085,207085,"['GN0901', 'GN0902']",20180119,Medusa,10130518,[2059173],Unfortunate Soul,['GN0900'],['Kailee Morgue'],https://musicmeta-phinf.pstatic.net/album/002/335/2335196.jpg?type=r360Fll&v=20200323213209
861,4787,470333,470333,['GN1301'],20180601,Medusa,4697560,[1075496],Medusa,['GN1300'],['Tom Tripp'],https://musicmeta-phinf.pstatic.net/album/002/335/2335196.jpg?type=r360Fll&v=20200323213209
863,543,292797,292797,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20180126,Drive,10132480,[1866479],Drive,"['GN2700', 'GN1100']",['Hazers'],https://musicmeta-phinf.pstatic.net/album/000/331/331004.jpg?type=r360Fll&v=20190926043412
865,544,563131,563131,"['GN0908', 'GN0901']",20180223,I Forgot,10141234,[1460030],I Forgot,['GN0900'],['Clara Mae'],https://musicmeta-phinf.pstatic.net/album/002/347/2347083.jpg?type=r360Fll&v=20180428104110
867,546,357774,357774,"['GN0908', 'GN0901']",20180316,Silver Lining,10147847,[778075],Permanent,['GN0900'],['Jake Miller'],https://musicmeta-phinf.pstatic.net/album/000/413/413702.jpg?type=r360Fll&v=20181011202254
868,4879,555624,555624,"['GN0908', 'GN0901']",20180316,Silver Lining,10147847,[778075],The Girl That`s Underneath (Feat. Jabbar Hakeem),['GN0900'],['Jake Miller'],https://musicmeta-phinf.pstatic.net/album/000/413/413702.jpg?type=r360Fll&v=20181011202254
871,4882,204846,204846,"['GN0908', 'GN0901']",20180316,Silver Lining,10147847,[778075],Showing You Off,['GN0900'],['Jake Miller'],https://musicmeta-phinf.pstatic.net/album/000/413/413702.jpg?type=r360Fll&v=20181011202254
872,547,13102,13102,"['GN1109', 'GN1102', 'GN1101']",20180330,Say My Name (Feat. IMAN),10152878,[895785],Say My Name (Feat. IMAN),['GN1100'],['Digital Farm Animals'],https://musicmeta-phinf.pstatic.net/album/002/440/2440375.jpg?type=r360Fll&v=20180416233044
873,548,664637,664637,"['GN1401', 'GN1407', 'GN1404']",20180405,Golden Hour,10154937,[697483],High Horse,['GN1400'],['Kacey Musgraves'],https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg?type=r360Fll&v=20200529115939
875,550,133719,133719,"['GN1401', 'GN1407', 'GN1404']",20180405,Golden Hour,10154937,[697483],Rainbow,['GN1400'],['Kacey Musgraves'],https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg?type=r360Fll&v=20200529115939
876,551,156435,156435,"['GN1014', 'GN1003', 'GN1001']",20180406,When My Heart Felt Volcanic,10155077,[1704844],Holiday,['GN1000'],['The Aces'],https://musicmeta-phinf.pstatic.net/album/002/458/2458026.jpg?type=r360Fll&v=20180523232806
877,552,189618,189618,"['GN1109', 'GN1102', 'GN1101']",20180420,what i like about u,10159464,"[837305, 869452]",what i like about u,['GN1100'],"['Dante Klein', 'Jantine Annika Heij']",https://musicmeta-phinf.pstatic.net/album/002/448/2448022.jpg?type=r360Fll&v=20180420210207
878,555,705095,705095,['GN0901'],20180420,Waves Vol.1,10159738,[992254],Don`t Cry (Feat. H.E.R.),['GN0900'],['Jesper Jenset'],https://musicmeta-phinf.pstatic.net/album/002/447/2447952.jpg?type=r360Fll&v=20180421204122
879,556,623293,623293,"['GN0908', 'GN0901']",20180803,Speak Your Mind (Deluxe),10137250,[870307],Perfect,['GN0900'],['Anne-Marie'],https://musicmeta-phinf.pstatic.net/album/002/343/2343021.jpg?type=r360Fll&v=20191223151309
880,557,496003,496003,"['GN0908', 'GN0901']",20180803,Speak Your Mind (Deluxe),10137250,[870307],Can I Get Your Number,['GN0900'],['Anne-Marie'],https://musicmeta-phinf.pstatic.net/album/002/343/2343021.jpg?type=r360Fll&v=20191223151309
881,8000,381874,381874,"['GN0908', 'GN0901']",20180803,Speak Your Mind (Deluxe),10137250,[870307],2002,['GN0900'],['Anne-Marie'],https://musicmeta-phinf.pstatic.net/album/002/343/2343021.jpg?type=r360Fll&v=20191223151309
887,14207,651127,651127,"['GN0908', 'GN0901']",20180803,Speak Your Mind (Deluxe),10137250,[870307],Breathing Fire,['GN0900'],['Anne-Marie'],https://musicmeta-phinf.pstatic.net/album/002/343/2343021.jpg?type=r360Fll&v=20191223151309
888,19960,24553,24553,"['GN0908', 'GN0901']",20180803,Speak Your Mind (Deluxe),10137250,"[1203772, 870307]",FRIENDS,['GN0900'],"['Marshmello', 'Anne-Marie']",https://musicmeta-phinf.pstatic.net/album/002/343/2343021.jpg?type=r360Fll&v=20191223151309
889,558,555440,555440,"['GN0901', 'GN0902']",20180427,F**k U,10162169,[2059173],F**k U,['GN0900'],['Kailee Morgue'],https://musicmeta-phinf.pstatic.net/album/002/450/2450063.jpg?type=r360Fll&v=20190609033723
890,559,199081,199081,"['GN0908', 'GN0901']",20180504,Dance You Off,10163598,[1246736],Dance You Off,['GN0900'],['Benjamin Ingrosso'],https://musicmeta-phinf.pstatic.net/album/002/452/2452099.jpg?type=r360Fll&v=20180504120035
891,560,305663,305663,"['GN1401', 'GN1407', 'GN1404']",20180504,All to Myself,10163942,[732749],All to Myself,['GN1400'],['Dan + Shay'],https://musicmeta-phinf.pstatic.net/album/002/452/2452031.jpg?type=r360Fll&v=20180504120407
892,561,394952,394952,['GN0901'],20180504,IDGAF (Remixes II),10164165,[889721],IDGAF (Diablo Remix) (Feat. Rich Brian),['GN0900'],['Dua Lipa'],https://musicmeta-phinf.pstatic.net/album/002/455/2455374.jpg?type=r360Fll&v=20180515145103
893,562,268990,268990,"['GN0901', 'GN0902']",20180511,these are my friends,10165465,[1814770],these are my friends,['GN0900'],['lovelytheband'],https://musicmeta-phinf.pstatic.net/album/002/454/2454232.jpg?type=r360Fll&v=20180511115931
894,563,207586,207586,"['GN0908', 'GN0901']",20180518,Messy,10167378,[913037],Messy,['GN0900'],['Kiiara'],https://musicmeta-phinf.pstatic.net/album/001/003/1003837.jpg?type=r360Fll&v=20190930083311
895,564,385298,385298,"['GN0908', 'GN0901']",20180907,Time Of Our Lives,10169508,[2140287],Time Of Our Lives,['GN0900'],['Brynn Elliott'],https://musicmeta-phinf.pstatic.net/album/002/459/2459610.jpg?type=r360Fll&v=20180907174800
897,565,624145,624145,"['GN1014', 'GN0901', 'GN0902', 'GN1001']",20180525,Call Me Sir (Feat. Cam and Travie McCoy),10169799,[100850],Call Me Sir (Feat. Cam and Travie McCoy),"['GN0900', 'GN1000']",['Train'],https://musicmeta-phinf.pstatic.net/album/002/459/2459025.jpg?type=r360Fll&v=20180525164204
898,566,647540,647540,"['GN0908', 'GN0901']",20180525,Shawn Mendes,10150494,[776533],When You're Ready,['GN0900'],['Shawn Mendes'],https://musicmeta-phinf.pstatic.net/album/000/642/642121.jpg?type=r360Fll&v=20200329052207
899,567,242371,242371,"['GN0908', 'GN0901']",20180601,To Be The Little Fish,10135049,[1588885],Cool With It,['GN0900'],['Josie Dunne'],https://musicmeta-phinf.pstatic.net/album/002/340/2340545.jpg?type=r360Fll&v=20200325041307
900,568,293598,293598,"['GN1109', 'GN1102', 'GN1101']",20180607,Heaven,10173418,[967934],Heaven,['GN1100'],['Mokita'],https://musicmeta-phinf.pstatic.net/album/000/312/312909.jpg?type=r360Fll&v=20181212185946
902,11492,491619,491619,"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20151103,Heaven,2648320,"[781398, 772152]",Heaven (Feat. Delaney Jane) (Radio Edit),"['GN2700', 'GN1100']","['Shaun Frank', 'Kshmr']",https://musicmeta-phinf.pstatic.net/album/000/312/312909.jpg?type=r360Fll&v=20181212185946
903,569,183757,183757,"['GN0908', 'GN0901']",20180608,Odyssey,10173715,[890391],You,['GN0900'],['Matilda'],https://musicmeta-phinf.pstatic.net/album/000/000/870.jpg?type=r360Fll&v=20191212150256
904,570,400002,400002,"['GN1014', 'GN1003', 'GN1001']",20180608,Deep End,10173788,[221350],Deep End,['GN1000'],['Daughtry'],https://musicmeta-phinf.pstatic.net/album/004/430/4430450.jpg?type=r360Fll&v=20200202115909
905,7082,485510,485510,"['GN0401', 'GN0403']",20200202,Deep End,10381871,[2112365],"Deep End (Feat. JUNNY, VEAN)",['GN0400'],['Wavycake'],https://musicmeta-phinf.pstatic.net/album/004/430/4430450.jpg?type=r360Fll&v=20200202115909
906,571,12132,12132,['GN0901'],20180608,No Shame,10120279,[197738],Pushing Up Daisies,['GN0900'],['Lily Allen'],https://musicmeta-phinf.pstatic.net/album/002/292/2292752.jpg?type=r360Fll&v=20180910140708
907,13667,332471,332471,['GN0901'],20180608,No Shame,10120279,[197738],Three,['GN0900'],['Lily Allen'],https://musicmeta-phinf.pstatic.net/album/002/292/2292752.jpg?type=r360Fll&v=20180910140708
908,572,390232,390232,"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180615,Only Thing We Know,10175759,"[775026, 874843, 1024602]",Only Thing We Know,"['GN2700', 'GN1100']","['Alle Farben', 'Kelvin Jones', 'Younotus']",https://musicmeta-phinf.pstatic.net/album/002/466/2466106.jpg?type=r360Fll&v=20180814093702
909,573,467601,467601,"['GN1014', 'GN1001']",20180810,Know.,10162442,[50775],Unlonely,['GN1000'],['Jason Mraz'],https://musicmeta-phinf.pstatic.net/album/002/449/2449992.jpg?type=r360Fll&v=20191014165608
910,574,429543,429543,"['GN0908', 'GN0901']",20180615,If You Wanna Love Somebody (Single Ver.),10175991,[717684],If You Wanna Love Somebody (Single Ver.),['GN0900'],['Tom Odell'],None
912,576,408771,408771,"['GN1201', 'GN1209']",20180622,Heart Shaped Culdesac,10177548,[869417],Heart Shaped Culdesac,['GN1200'],['Daye Jack'],https://musicmeta-phinf.pstatic.net/album/002/467/2467777.jpg?type=r360Fll&v=20180622115913
914,578,680264,680264,['GN0901'],20190412,Planets,10177602,[2114107],New Eyes,['GN0900'],['Nicklas Sahl'],https://musicmeta-phinf.pstatic.net/album/002/467/2467780.jpg?type=r360Fll&v=20190415105529
915,645,559999,559999,['GN0901'],20190412,Planets,10177602,[2114107],If I Killed Your Night,['GN0900'],['Nicklas Sahl'],https://musicmeta-phinf.pstatic.net/album/002/467/2467780.jpg?type=r360Fll&v=20190415105529
916,579,222012,222012,"['GN1109', 'GN1102', 'GN1101']",20180621,What We Had (Feat. Aviella & YNGBLOOD),10177749,[1134446],What We Had (Feat. Aviella & YNGBLOOD),['GN1100'],['Gill Chang'],https://musicmeta-phinf.pstatic.net/album/002/467/2467938.jpg?type=r360Fll&v=20200219230707
917,581,431406,431406,"['GN0908', 'GN0901']",20180622,Your Side Of The Bed (Remixes),10150621,[1703776],Your Side Of The Bed (Feat. Eric Nam),['GN0900'],['Loote'],https://musicmeta-phinf.pstatic.net/album/002/422/2422955.jpg?type=r360Fll&v=20200325071006
918,582,150325,150325,"['GN0908', 'GN0901']",20180622,Make You Remember (Feat. Your Friends),10178140,[2138446],Make You Remember (Feat. Your Friends),['GN0900'],['Lazy Weekends'],https://musicmeta-phinf.pstatic.net/album/002/468/2468442.jpg?type=r360Fll&v=20180622115912
919,583,31755,31755,['GN0901'],20180622,Safe,10102191,[980543],Safe,['GN0900'],['Daya'],https://musicmeta-phinf.pstatic.net/album/002/233/2233339.jpg?type=r360Fll&v=20200219161711
920,584,470390,470390,"['GN0908', 'GN0901']",20180720,TREAT MYSELF,10178198,[777099],ALL THE WAYS,['GN0900'],['Meghan Trainor'],https://musicmeta-phinf.pstatic.net/album/003/202/3202555.jpg?type=r360Fll&v=20200131115930
921,585,643020,643020,"['GN1014', 'GN0901', 'GN0902', 'GN1001']",20180627,Connection,10179234,[231983],Connection,"['GN0900', 'GN1000']",['OneRepublic'],https://musicmeta-phinf.pstatic.net/album/002/472/2472169.jpg?type=r360Fll&v=20200218231709
922,586,617099,617099,"['GN0901', 'GN0902']",20180511,Worst of You,10181828,[2203360],Worst of You,['GN0900'],['Maisie Peters'],https://musicmeta-phinf.pstatic.net/album/002/457/2457781.jpg?type=r360Fll&v=20180523151719
923,587,301409,301409,"['GN2701', 'GN2702', 'GN2703', 'GN2704', 'GN1104', 'GN1103', 'GN1101']",20180711,Take Back My Love (Feat. Dia Frampton),10183495,[719424],Take Back My Love (Feat. Dia Frampton),"['GN2700', 'GN1100']",['Frank Pole'],https://musicmeta-phinf.pstatic.net/album/002/481/2481084.jpg?type=r360Fll&v=20200219051711
924,588,585656,585656,"['GN0901', 'GN0902']",20180724,Promise,10187208,[2241104],Promise,['GN0900'],['Miinou'],https://musicmeta-phinf.pstatic.net/album/000/001/1296.jpg?type=r360Fll&v=20200327004408
925,3145,337091,337091,"['GN0101', 'GN0103']",19990427,Promise,3886,[908],마지막 사랑,['GN0100'],['박기영'],https://musicmeta-phinf.pstatic.net/album/000/001/1296.jpg?type=r360Fll&v=20200327004408
928,5214,93333,93333,"['GN0601', 'GN0604']",19990427,Promise,3886,[908],시작,['GN0600'],['박기영'],https://musicmeta-phinf.pstatic.net/album/000/001/1296.jpg?type=r360Fll&v=20200327004408
932,589,333730,333730,"['GN0908', 'GN0901']",20180830,You Are Mine,10198088,[2296020],You Are Mine,['GN0900'],['Caecillia'],https://musicmeta-phinf.pstatic.net/album/002/510/2510993.jpg?type=r360Fll&v=20200220190711
933,592,97174,97174,"['GN0908', 'GN0901']",20180912,Take The Picture,10202922,[2297548],Take The Picture,['GN0900'],['GLNNA'],https://musicmeta-phinf.pstatic.net/album/002/521/2521426.jpg?type=r360Fll&v=20200222013223
934,593,570706,570706,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20180928,Vibe (feat. AV),10207995,[1461493],Vibe (feat. AV),"['GN2700', 'GN1100']",['Guy Gabriel'],https://musicmeta-phinf.pstatic.net/album/002/545/2545879.jpg?type=r360Fll&v=20181001143123
935,594,136377,136377,"['GN2701', 'GN2702', 'GN2703', 'GN2704', 'GN1103']",20181005,Polaroid,10209349,"[924428, 1705150, 723901]",Polaroid,"['GN2700', 'GN1100']","['Jonas Blue', 'Liam Payne', 'Lennon Stella']",https://musicmeta-phinf.pstatic.net/album/000/155/155809.jpg?type=r360Fll&v=20191212200315
936,595,444478,444478,"['GN0908', 'GN0901']",20181012,Wild Ones,10211009,[2398167],Wild Ones,['GN0900'],['Theresa Rex'],https://musicmeta-phinf.pstatic.net/album/000/324/324067.jpg?type=r360Fll&v=20180910140125
937,596,653598,653598,"['GN1014', 'GN1001']",20181012,Just Begun,10212784,[1757583],Just Begun,['GN1000'],['Wild'],https://musicmeta-phinf.pstatic.net/album/000/138/138666.jpg?type=r360Fll&v=20191212193831
938,597,61509,61509,"['GN0908', 'GN0901']",20180921,I’ll Still Have Me,10216042,[1816560],I’ll Still Have Me,['GN0900'],['Cyn'],https://musicmeta-phinf.pstatic.net/album/002/535/2535010.jpg?type=r360Fll&v=20200219091707
939,598,40534,40534,"['GN0908', 'GN0901']",20181026,I Don`t Wanna Be Friends,10216388,[913037],I Don`t Wanna Be Friends,['GN0900'],['Kiiara'],https://musicmeta-phinf.pstatic.net/album/002/570/2570846.jpg?type=r360Fll&v=20181026120028
940,599,598472,598472,"['GN0908', 'GN0901']",20181029,"Betty, Pt. 1",10216712,[753590],Friend Like Me,['GN0900'],['Betty Who'],https://musicmeta-phinf.pstatic.net/album/002/571/2571754.jpg?type=r360Fll&v=20200218231709
941,8305,503777,503777,"['GN0908', 'GN0901']",20181029,"Betty, Pt. 1",10216712,[753590],Look Back,['GN0900'],['Betty Who'],https://musicmeta-phinf.pstatic.net/album/002/571/2571754.jpg?type=r360Fll&v=20200218231709
942,602,202103,202103,"['GN0908', 'GN0901']",20181126,Set Fire,10225614,[1201892],Set Fire,['GN0900'],['Saski'],https://musicmeta-phinf.pstatic.net/album/002/646/2646376.jpg?type=r360Fll&v=20200110181726
943,603,102366,102366,"['GN0908', 'GN0901']",20181212,I`m Not,10231243,[2558771],I`m Not,['GN0900'],['Leila Alcasid'],https://musicmeta-phinf.pstatic.net/album/000/431/431481.jpg?type=r360Fll&v=20200218133209
944,604,144855,144855,"['GN0908', 'GN0901']",20181214,Cheerleader (Demo),10232973,[777220],Cheerleader (Demo),['GN0900'],['JP Cooper'],https://musicmeta-phinf.pstatic.net/album/002/712/2712230.jpg?type=r360Fll&v=20200218185211
945,605,413617,413617,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190102,Ironic,10238068,[2561097],Ironic,"['GN2700', 'GN1100']",['Remzee'],https://musicmeta-phinf.pstatic.net/album/004/443/4443245.jpg?type=r360Fll&v=20200212115924
947,607,148092,148092,"['GN1109', 'GN1102', 'GN1101']",20190110,Want You Back,10241124,"[993109, 924871]",Want You Back,['GN1100'],"['Grey', 'LEON']",https://musicmeta-phinf.pstatic.net/album/000/163/163240.jpg?type=r360Fll&v=20190227180203
948,608,348089,348089,"['GN0908', 'GN0901']",20190118,Highs & Lows,10242997,[1543290],Complicated,['GN0900'],['Alexander Oscar'],https://musicmeta-phinf.pstatic.net/album/004/148/4148594.jpg?type=r360Fll&v=20191231124218
949,609,219165,219165,"['GN0908', 'GN0901']",20190118,Highs & Lows,10242997,[1543290],Number,['GN0900'],['Alexander Oscar'],https://musicmeta-phinf.pstatic.net/album/004/148/4148594.jpg?type=r360Fll&v=20191231124218
950,610,382338,382338,['GN2001'],20190117,Beautiful Creature,10243052,[916287],Beautiful Creature,['GN2000'],['Miia'],https://musicmeta-phinf.pstatic.net/album/004/486/4486442.jpg?type=r360Fll&v=20200326175208
951,611,32210,32210,"['GN0908', 'GN0901']",20190121,Break My Heart Again,10243944,[1050181],Break My Heart Again,['GN0900'],['Finneas'],https://musicmeta-phinf.pstatic.net/album/003/244/3244056.jpg?type=r360Fll&v=20200323232909
952,612,391388,391388,"['GN0908', 'GN0901']",20190125,Karma,10245301,[2087318],Karma,['GN0900'],['Robinson'],https://musicmeta-phinf.pstatic.net/album/002/286/2286089.jpg?type=r360Fll&v=20200508211208
953,613,628565,628565,"['GN0908', 'GN0901']",20190125,Crazy to Love You,10245360,"[1384948, 542002]",Crazy to Love You,['GN0900'],"['Decco', 'Alex Clare']",https://musicmeta-phinf.pstatic.net/album/002/821/2821457.jpg?type=r360Fll&v=20190125120040
954,614,188873,188873,"['GN0908', 'GN0901']",20190125,Heal Me,10245649,[2006207],Heal Me,['GN0900'],['Grace Carter'],https://musicmeta-phinf.pstatic.net/album/002/821/2821627.jpg?type=r360Fll&v=20200218222711
955,615,60957,60957,"['GN0908', 'GN0901']",20190125,Inner Monologue Part 1,10245741,[906533],Deep,['GN0900'],['Julia Michaels'],https://musicmeta-phinf.pstatic.net/album/002/821/2821597.jpg?type=r360Fll&v=20200325045209
956,616,14163,14163,"['GN0908', 'GN0901']",20190128,Let`s Fall in Love for the Night,10246107,[1050181],Let`s Fall in Love for the Night,['GN0900'],['Finneas'],https://musicmeta-phinf.pstatic.net/album/002/644/2644367.jpg?type=r360Fll&v=20200223011213
