,id,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket
6543,617391,617391,"['GN0104', 'GN0101']",20020501,구집: C.J.2002,2213626,[1142],슬픈 혼잣말,['GN0100'],['임창정']
6544,13142,13142,"['GN0105', 'GN0101']",20131115,고독의 의미,2215349,[1088],거짓말 거짓말 거짓말,['GN0100'],['이적']
6545,13142,13142,"['GN0105', 'GN0101']",20131115,고독의 의미,2215349,[1088],거짓말 거짓말 거짓말,['GN0100'],['이적']
6546,13142,13142,"['GN0105', 'GN0101']",20131115,고독의 의미,2215349,[1088],거짓말 거짓말 거짓말,['GN0100'],['이적']
6547,348698,348698,['GN0101'],20131202,이별남녀,2218964,"[436700, 227595]",이별남녀,['GN0100'],"['서인국', '지아']"
6548,534946,534946,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],입술의 말,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6549,117470,117470,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],그대가 분다,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6550,117470,117470,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],그대가 분다,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6551,117470,117470,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],그대가 분다,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6552,117470,117470,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],그대가 분다,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6553,117470,117470,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],그대가 분다,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6554,222370,222370,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],백야,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6555,222370,222370,"['GN0105', 'GN0101']",20140102,UNVEILING,2224057,[161636],백야,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6556,295250,295250,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20140212,별에서 온 그대 OST Part.7,2232505,[3305],너의 모든 순간,"['GN1500', 'GN0100']",['성시경']
6557,295250,295250,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20140212,별에서 온 그대 OST Part.7,2232505,[3305],너의 모든 순간,"['GN1500', 'GN0100']",['성시경']
6558,50057,50057,['GN0901'],20140303,GIRL,2237697,[34547],Happy (From Despicable Me 2),['GN0900'],['Pharrell Williams']
6559,404995,404995,"['GN0105', 'GN0101']",20140320,흔한 노래... 흔한 멜로디...,2241157,[1142],흔한 노래,['GN0100'],['임창정']
6560,404995,404995,"['GN0105', 'GN0101']",20140320,흔한 노래... 흔한 멜로디...,2241157,[1142],흔한 노래,['GN0100'],['임창정']
6561,683053,683053,"['GN0401', 'GN0403']",20140520,CONTINUUM,2255589,[100183],너를 너를 너를,['GN0400'],['플라이 투 더 스카이']
6562,683053,683053,"['GN0401', 'GN0403']",20140520,CONTINUUM,2255589,[100183],너를 너를 너를,['GN0400'],['플라이 투 더 스카이']
6563,683053,683053,"['GN0401', 'GN0403']",20140520,CONTINUUM,2255589,[100183],너를 너를 너를,['GN0400'],['플라이 투 더 스카이']
6564,196724,196724,['GN1301'],20060918,Coming Home,136831,[2112],I Call It Love (Album Version),['GN1300'],['Lionel Richie']
6565,197810,197810,['GN0101'],20140913,Back In Time,2281924,[100183],Missing You,['GN0100'],['플라이 투 더 스카이']
6566,197810,197810,['GN0101'],20140913,Back In Time,2281924,[100183],Missing You,['GN0100'],['플라이 투 더 스카이']
6567,197810,197810,['GN0101'],20140913,Back In Time,2281924,[100183],Missing You,['GN0100'],['플라이 투 더 스카이']
6568,9033,9033,"['GN0105', 'GN0101']",20141001,동행,2284244,[925],그게 나야,['GN0100'],['김동률']
6569,9033,9033,"['GN0105', 'GN0101']",20141001,동행,2284244,[925],그게 나야,['GN0100'],['김동률']
6570,9033,9033,"['GN0105', 'GN0101']",20141001,동행,2284244,[925],그게 나야,['GN0100'],['김동률']
6571,9033,9033,"['GN0105', 'GN0101']",20141001,동행,2284244,[925],그게 나야,['GN0100'],['김동률']
6572,9033,9033,"['GN0105', 'GN0101']",20141001,동행,2284244,[925],그게 나야,['GN0100'],['김동률']
6573,204109,204109,"['GN2601', 'GN2603', 'GN2602']",20141002,소격동,2284378,[261143],소격동,['GN2600'],['아이유']
6574,173634,173634,"['GN2601', 'GN2603', 'GN2602']",20141020,Quiet Night,2285308,[1868],소격동,['GN2600'],['서태지']
6575,294411,294411,"['GN0105', 'GN0101']",20141027,술이 너보다 낫더라,2287562,"[495401, 773241]",술이 너보다 낫더라,['GN0100'],"['포스트맨(Postmen)', '6 to 8']"
6576,294411,294411,"['GN0105', 'GN0101']",20141027,술이 너보다 낫더라,2287562,"[495401, 773241]",술이 너보다 낫더라,['GN0100'],"['포스트맨(Postmen)', '6 to 8']"
6577,298103,298103,"['GN0105', 'GN0101']",20141031,피아노포르테 (PIANOFORTE),2288324,[646177],언제쯤이면 (Duet.아이유),['GN0100'],['윤현상']
6578,298103,298103,"['GN0105', 'GN0101']",20141031,피아노포르테 (PIANOFORTE),2288324,[646177],언제쯤이면 (Duet.아이유),['GN0100'],['윤현상']
6579,309781,309781,"['GN0105', 'GN0101']",20141207,K팝 스타 시즌4 `사랑에 빠지고 싶다`,2294058,[792091],사랑에 빠지고 싶다,['GN0100'],['정승환']
6580,169984,169984,"['GN0401', 'GN0403']",20150205,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2302870,[3959],같은 시간 속의 너,['GN0400'],['나얼']
6581,169984,169984,"['GN0401', 'GN0403']",20150205,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2302870,[3959],같은 시간 속의 너,['GN0400'],['나얼']
6582,169984,169984,"['GN0401', 'GN0403']",20150205,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,2302870,[3959],같은 시간 속의 너,['GN0400'],['나얼']
6583,294011,294011,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20150423,냄새를 보는 소녀 OST Part.5,2314734,[161636],그 남잔 말야,"['GN1500', 'GN0100']",['엠씨더맥스 (M.C the MAX)']
6584,294011,294011,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20150423,냄새를 보는 소녀 OST Part.5,2314734,[161636],그 남잔 말야,"['GN1500', 'GN0100']",['엠씨더맥스 (M.C the MAX)']
6585,193458,193458,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20150523,프로듀사 OST,2320218,[6502],사랑의 시작은 고백에서부터,"['GN1500', 'GN0100']",['김범수']
6586,564336,564336,"['GN0105', 'GN0101']",20150922,또 다시 사랑,2638798,[1142],또 다시 사랑,['GN0100'],['임창정']
6587,564336,564336,"['GN0105', 'GN0101']",20150922,또 다시 사랑,2638798,[1142],또 다시 사랑,['GN0100'],['임창정']
6588,564336,564336,"['GN0105', 'GN0101']",20150922,또 다시 사랑,2638798,[1142],또 다시 사랑,['GN0100'],['임창정']
6589,19416,19416,['GN0901'],20151001,팝을 좋아하세요? - 팝 역사를 알고 싶은 당신을 위한 77곡,2642674,[168255],P.D.A. (We Just Don`t Care),['GN0900'],['John Legend']
6590,700202,700202,"['GN0105', 'GN0101']",20151125,고칠게 - 다시부르기,2652803,[243303],고칠게,['GN0100'],['진원']
6591,698250,698250,"['GN0105', 'GN0101']",20160128,pathos,2664299,[161636],어디에도,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6592,698250,698250,"['GN0105', 'GN0101']",20160128,pathos,2664299,[161636],어디에도,['GN0100'],['엠씨더맥스 (M.C the MAX)']
6593,518275,518275,['GN0901'],20130819,Modjo (Remastered),4127556,[106962],Lady (Hear Me Tonight),['GN0900'],['Modjo']
6594,678303,678303,"['GN1503', 'GN1501', 'GN1903', 'GN1901']",20170310,We Are X Soundtrack,10044598,[100908],Tears,"['GN1500', 'GN1900']",['X-Japan']
6595,385272,385272,['GN1201'],20170331,Best Of 50 Cent,10050751,[33241],Candy Shop (Feat. Olivia),['GN1200'],['50 Cent']
6596,268435,268435,"['GN1912', 'GN1901']",20140924,X Singles (2014 Remaster),10061985,[100908],Endless Rain,['GN1900'],['X-Japan']
6597,394721,394721,"['GN1503', 'GN1501']",20170425,8 Mile,10282226,[1986],8 Mile (Soundtrack Version (Edit)),['GN1500'],['Eminem']
6598,453896,453896,"['GN0601', 'GN0605']",20000228,너에게로 날다,59,[100126],아가페,['GN0600'],['이브']
6599,414328,414328,"['GN0601', 'GN0605']",20010411,The 4th Album,2043,[100126],I` ll Be There,['GN0600'],['이브']
6600,4056,4056,"['GN0601', 'GN0605']",20001221,Restructure,935,[101115],사랑이 슬픔에게,['GN0600'],['야다 (Yada)']
6601,455037,455037,"['GN0601', 'GN0605']",20010821,소품집,781,[100391],Please (Song by 고유진),['GN0600'],['플라워']
6602,34074,34074,"['GN0303', 'GN0301']",20001108,Naughty,665,[100028],이 겨울에,['GN0300'],['디바']
6603,34074,34074,"['GN0303', 'GN0301']",20001108,Naughty,665,[100028],이 겨울에,['GN0300'],['디바']
6604,625610,625610,"['GN0104', 'GN0101']",20001100,Remember,721,[6502],사랑이 저만치 가네 (Feat. 이현도),['GN0100'],['김범수']
6605,92755,92755,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20040618,비선형 (Non-Linear) 1집,40690,[108912],날개,"['GN0500', 'GN0600']",['못 (Mot)']
6606,92755,92755,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20040618,비선형 (Non-Linear) 1집,40690,[108912],날개,"['GN0500', 'GN0600']",['못 (Mot)']
6607,48316,48316,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],Tears,['GN0100'],['이소라']
6608,48316,48316,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],Tears,['GN0100'],['이소라']
6609,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6610,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6611,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6612,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6613,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6614,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라']
6615,39978,39978,"['GN0601', 'GN0605']",20000704,"Jaurim, The Wonder Land",887,[100094],마왕,['GN0600'],['자우림']
6616,44156,44156,"['GN0401', 'GN0403']",20001017,Naturally,479,[1099],"아무말도, 아무것도...",['GN0400'],['박정현']
6617,44156,44156,"['GN0401', 'GN0403']",20001017,Naturally,479,[1099],"아무말도, 아무것도...",['GN0400'],['박정현']
6618,44156,44156,"['GN0401', 'GN0403']",20001017,Naturally,479,[1099],"아무말도, 아무것도...",['GN0400'],['박정현']
6619,585218,585218,"['GN0104', 'GN0101']",20000210,White,4682,[1142],Smile Again (하늘에서),['GN0100'],['임창정']
6620,85278,85278,"['GN0101', 'GN0103']",20010503,It`s My Life: 6집 & Best,4733,[5675],1994년 어느 늦은 밤,['GN0100'],['장혜진']
6621,85278,85278,"['GN0101', 'GN0103']",20010503,It`s My Life: 6집 & Best,4733,[5675],1994년 어느 늦은 밤,['GN0100'],['장혜진']
6622,85278,85278,"['GN0101', 'GN0103']",20010503,It`s My Life: 6집 & Best,4733,[5675],1994년 어느 늦은 밤,['GN0100'],['장혜진']
6623,85278,85278,"['GN0101', 'GN0103']",20010503,It`s My Life: 6집 & Best,4733,[5675],1994년 어느 늦은 밤,['GN0100'],['장혜진']
6624,647593,647593,"['GN0501', 'GN0101', 'GN0506', 'GN0509']",20130222,단 한 번도 넌,2176158,[681456],단 한 번도 넌,"['GN0500', 'GN0100']",['스웨덴세탁소']
6625,85795,85795,['GN0201'],20130303,SBS K팝 스타 시즌2 TOP 8,2176825,[718039],나혼자,['GN0200'],['이천원']
6626,447548,447548,"['GN0401', 'GN0403']",20130306,뻔한 멜로디,2176909,[537920],뻔한 멜로디 (Feat. Crush),['GN0400'],['Zion.T']
6627,59798,59798,"['GN0901', 'GN0902']",20130307,I Knew You Were Trouble (Feat. KRNFX) (Single),2177259,[636331],I Knew You Were Trouble (Feat. KRNFX),['GN0900'],['Walk Off The Earth']
6628,367375,367375,"['GN0105', 'GN0101']",20130308,오랜만이다,2177534,"[150529, 278766]",오랜만이다,['GN0100'],"['임정희', '헤르쯔 아날로그 (Herz Analog)']"
6629,311406,311406,['GN0901'],20130311,Two Lanes Of Freedom,2177603,[30360],Highway Don&#39;t Care (Feat. Taylor Swift & Keith Urban),['GN0900'],['Tim McGraw']
6630,405551,405551,"['GN0401', 'GN0403']",20130312,그니,2177807,[35989],그 뻔한 말,['GN0400'],['정인']
6631,405551,405551,"['GN0401', 'GN0403']",20130312,그니,2177807,[35989],그 뻔한 말,['GN0400'],['정인']
6632,417833,417833,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130318,성장통 (Growing Pains),2178439,[565573],성장통 (Growing Pains),"['GN0500', 'GN0600']",['차가운 체리']
6633,667241,667241,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130320,우아하게,2178615,[230402],우아하게,"['GN0500', 'GN0600']",['아마도이자람밴드']
6634,610932,610932,"['GN0401', 'GN0403']",20130328,First Love,2177337,[646171],내가 이상해,['GN0400'],['이하이']
6635,400404,400404,"['GN0105', 'GN0101']",20130419,멀어진다,2180463,[699623],굿바이 (With 소유 Of 씨스타),['GN0100'],['홍대광']
6636,400404,400404,"['GN0105', 'GN0101']",20130419,멀어진다,2180463,[699623],굿바이 (With 소유 Of 씨스타),['GN0100'],['홍대광']
6637,435189,435189,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130408,선명,2180636,[437760],더운 피,"['GN0500', 'GN0800']",['가을방학']
6638,3865,3865,"['GN0303', 'GN0301']",20141028,Vintage Swings,2287796,[236970],"양아치 2014 (Feat. Black Nut, GIRIBOY)",['GN0300'],['스윙스']
6639,183115,183115,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20131004,bright #1,2205829,[490940],살아있는 너의 밤,"['GN0500', 'GN0600']",['쏜애플 (THORNAPPLE)']
6640,183115,183115,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20131004,bright #1,2205829,[490940],살아있는 너의 밤,"['GN0500', 'GN0600']",['쏜애플 (THORNAPPLE)']
6641,616826,616826,"['GN1304', 'GN1301', 'GN1302']",20101005,Doo-Wops & Hooligans,1167451,[495811],Talking To The Moon,['GN1300'],['Bruno Mars']
6642,686876,686876,"['GN1402', 'GN1401']",20110322,I Hate You But I Love You,1232154,[422641],I Hate You But I Love You,['GN1400'],['Russian Red']
6643,193232,193232,"['GN0401', 'GN0402']",20110405,Melody Remedy,1234952,[35989],장마,['GN0400'],['정인']
6644,193232,193232,"['GN0401', 'GN0402']",20110405,Melody Remedy,1234952,[35989],장마,['GN0400'],['정인']
6645,193232,193232,"['GN0401', 'GN0402']",20110405,Melody Remedy,1234952,[35989],장마,['GN0400'],['정인']
6646,193232,193232,"['GN0401', 'GN0402']",20110405,Melody Remedy,1234952,[35989],장마,['GN0400'],['정인']
6647,333428,333428,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20110408,신기생뎐 OST Part.3,1241152,[108951],사랑은 잔인하게 쓰여진다,"['GN1500', 'GN0100']",['럼블피쉬']
6648,519403,519403,"['GN0105', 'GN0101']",20110413,별 짓 다해봤는데,1244754,[312266],별 짓 다해봤는데,['GN0100'],['알리 (ALi)']
6649,519403,519403,"['GN0105', 'GN0101']",20110413,별 짓 다해봤는데,1244754,[312266],별 짓 다해봤는데,['GN0100'],['알리 (ALi)']
6650,525746,525746,"['GN1301', 'GN1302']",20090913,New York (Single),671252,[418666],New York,['GN1300'],['Paloma Faith']
6651,142498,142498,"['GN0303', 'GN0301']",20091006,Hexagonal,682952,[103289],내 몸은 너를 지웠다 (Feat. Enzo.B),['GN0300'],['리쌍']
6652,142498,142498,"['GN0303', 'GN0301']",20091006,Hexagonal,682952,[103289],내 몸은 너를 지웠다 (Feat. Enzo.B),['GN0300'],['리쌍']
6653,578086,578086,['GN1801'],20091013,Movement On A Theme By Yiruma,689260,[8048],너의 마음속엔 강이 흐른다 (River Flows In You) (Vocal. Ruvin),['GN1800'],['이루마']
6654,151222,151222,['GN0101'],20131203,[03],2217893,[420527],괜찮아,['GN0100'],['어반자카파']
6655,277571,277571,['GN0101'],20131203,[03],2217893,[420527],우울,['GN0100'],['어반자카파']
6656,419409,419409,"['GN0105', 'GN0101']",20131210,비누,2220428,"[26, 643851]",비누,['GN0100'],"['이승환', 'Lim Kim']"
6657,419409,419409,"['GN0105', 'GN0101']",20131210,비누,2220428,"[26, 643851]",비누,['GN0100'],"['이승환', 'Lim Kim']"
6658,53765,53765,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20131213,Flower,2220370,[243232],카페인 (Piano Ver.) (Feat. 양요섭),"['GN2500', 'GN0100']",['용준형']
6659,231362,231362,"['GN0105', 'GN0101']",20131217,이단옆차기 프로젝트 Vol.04,2221856,"[175139, 30348]",향수,['GN0100'],"['케이윌', '전우성 (노을)']"
6660,286018,286018,"['GN0505', 'GN0501', 'GN0304', 'GN0303', 'GN0301']",20131220,놈,2222586,[164737],놈 (Feat. 박재범),"['GN0500', 'GN0300']",['더블케이 (Double K)']
6661,96729,96729,"['GN0401', 'GN2503', 'GN0403', 'GN2501', 'GN0402']",20140109,행복하지마,2225351,"[750053, 623851]",행복하지마,"['GN0400', 'GN2500']","['마마무 (Mamamoo)', '범키']"
6662,606673,606673,"['GN0601', 'GN0606']",20140115,I Am Rumble Fish,2226145,[108951],몹쓸 노래 (Feat. 칸토),['GN0600'],['럼블피쉬']
6663,438433,438433,"['GN0601', 'GN0606']",20140121,마녀 마쉬,2227720,[627223],마녀 마쉬,['GN0600'],['퓨어킴']
6664,644422,644422,"['GN0105', 'GN1501', 'GN1502']",20140122,남자가 사랑할 때 OST,2228131,[6225],언젠가 누군가,"['GN1500', 'GN0100']",['이기찬']
6665,56325,56325,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140205,마음거리,2230807,[105031],잊어야 한다는 게,"['GN0500', 'GN0600']",['참깨와 솜사탕']
6666,276259,276259,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140224,"스물세번째, 유재하 - 시작 (詩作)",2235097,"[714634, 758346]",Star Blossom,"['GN0500', 'GN0600']","['천서혜', '이예진']"
6667,635432,635432,"['GN0105', 'GN0101']",20140326,Fall To Fly 전,2241730,[26],내게만 일어나는 일 (Feat. MC 메타 Of 가리온),['GN0100'],['이승환']
6668,6424,6424,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140319,First Love,2242620,[763813],애니 (Any),"['GN0500', 'GN0600']",['로코베리']
6669,198120,198120,"['GN0105', 'GN0601', 'GN0606']",20140325,15집 `SERENDIPITY` 30주년 기념앨범,2244913,[966],Someday,"['GN0600', 'GN0100']",['이선희']
6670,403481,403481,"['GN0105', 'GN0101']",20140325,15집 `SERENDIPITY` 30주년 기념앨범,2244913,[966],그 중에 그대를 만나,['GN0100'],['이선희']
6671,339098,339098,"['GN0105', 'GN0101']",20140404,강승원 1집 만들기 프로젝트 Part 1 : 술,2245436,[28772],술,['GN0100'],['존박']
6672,391414,391414,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20140328,참 좋은 시절 OST Part.3,2246408,[43],슬픔도 지나고 나면,"['GN1500', 'GN0100']",['이문세']
6673,586464,586464,"['GN0401', 'GN0403', 'GN0402']",20140402,가끔,2247858,[674710],가끔,['GN0400'],['Crush']
6674,586464,586464,"['GN0401', 'GN0403', 'GN0402']",20140402,가끔,2247858,[674710],가끔,['GN0400'],['Crush']
6675,77951,77951,"['GN0105', 'GN0101']",20140516,꽃갈피,2256290,[261143],나의 옛날이야기,['GN0100'],['아이유']
6676,455986,455986,['GN0101'],20140529,EMOTION,2258502,[570731],내가 할 수 없는 말 (Feat. 나비),['GN0100'],['정키']
6677,387013,387013,['GN0101'],20140529,EMOTION,2258502,[570731],거울 (Feat. 선우정아),['GN0100'],['정키']
6678,671830,671830,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20140603,RISE,2259140,[247621],"눈, 코, 입","['GN0400', 'GN2500']",['태양']
6679,671830,671830,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20140603,RISE,2259140,[247621],"눈, 코, 입","['GN0400', 'GN2500']",['태양']
6680,270916,270916,"['GN0303', 'GN0301']",20140613,파급효과 (Ripple Effect),2260672,"[236970, 585492, 487865, 27652]",소문,['GN0300'],"['스윙스', '기리보이', '그냥노창', 'BILL STAX (빌스택스)']"
6681,684448,684448,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140619,런던행,2261567,[103486],You Know I Love You,"['GN0500', 'GN0600']",['피터팬 컴플렉스']
6682,385310,385310,['GN0901'],20140702,It`s So Hard To Say Goodbye To Yesterday,2263921,[50775],It`s So Hard To Say Goodbye To Yesterday,['GN0900'],['Jason Mraz']
6683,281290,281290,"['GN0805', 'GN0105', 'GN0801']",20140904,유승우,2266186,[699637],밤이 아까워서 (Clean Ver.),"['GN0100', 'GN0800']",['유승우']
6684,41551,41551,"['GN0901', 'GN0902', 'GN1001']",20140629,A Sky Full Of Stars,2266818,[100260],Ghost Story,"['GN0900', 'GN1000']",['Coldplay']
6685,342803,342803,['GN0101'],20140723,이 밤,2268815,[779289],이 밤,['GN0100'],['케미 (Kemi)']
6686,487074,487074,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],놓아줘 (Feat. 조원선),"['GN0500', 'GN2600']",['캐스커']
6687,416676,416676,"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20101020,tender,1039354,[32221],Hidden,"['GN0500', 'GN2600']",['캐스커']
6688,466278,466278,"['GN0105', 'GN0101']",20120619,Parallax,2127054,[1099],You Don`t Know Me (With 이이언),['GN0100'],['박정현']
6689,466278,466278,"['GN0105', 'GN0101']",20120619,Parallax,2127054,[1099],You Don`t Know Me (With 이이언),['GN0100'],['박정현']
6690,5970,5970,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20120622,골든-힛트 모음집 [앵콜요청금지.],2129107,[230490],앵콜요청금지,"['GN0500', 'GN0600']",['브로콜리너마저']
6691,5970,5970,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20120622,골든-힛트 모음집 [앵콜요청금지.],2129107,[230490],앵콜요청금지,"['GN0500', 'GN0600']",['브로콜리너마저']
6692,441579,441579,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20090422,지은,546355,[270066],푸름,"['GN0500', 'GN0600']",['오지은']
6693,336627,336627,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20090422,지은,546355,[270066],익숙한 새벽3시,"['GN0500', 'GN0600']",['오지은']
6694,104677,104677,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20090427,Be Mate,548151,[410766],그리워,"['GN0500', 'GN0600']",['메이트']
6695,104677,104677,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20090427,Be Mate,548151,[410766],그리워,"['GN0500', 'GN0600']",['메이트']
6696,76415,76415,"['GN0508', 'GN0501', 'GN0502', 'GN0801', 'GN0804']",20090521,끈,569251,[12307],멜로디로 남아 (Feat. 김종완 From 넬),"['GN0500', 'GN0800']",['한희정']
6697,106366,106366,['GN0901'],20090707,One Of The Boys (New Edition),601254,[203132],I`m Still Breathing,['GN0900'],['Katy Perry']
6698,405056,405056,"['GN1013', 'GN1001']",20090602,Sunny Side Up,605551,[205712],Candy,['GN1000'],['Paolo Nutini']
6699,405056,405056,"['GN1013', 'GN1001']",20090602,Sunny Side Up,605551,[205712],Candy,['GN1000'],['Paolo Nutini']
6700,382953,382953,"['GN1402', 'GN1401', 'GN1407']",20081010,Monday`s Ghost,618976,[424142],Walzer Fur Niemand,['GN1400'],['Sophie Hunger']
6701,382953,382953,"['GN1402', 'GN1401', 'GN1407']",20081010,Monday`s Ghost,618976,[424142],Walzer Fur Niemand,['GN1400'],['Sophie Hunger']
6702,579013,579013,['GN0601'],20090723,"결코 끝나지 않을 우리들의 이야기: Hommage To Moonrise, Pastelmusic Presents",614755,[2925],다시 비가 내리네,['GN0600'],['토마스쿡 (thomascook)']
6703,579013,579013,['GN0601'],20090723,"결코 끝나지 않을 우리들의 이야기: Hommage To Moonrise, Pastelmusic Presents",614755,[2925],다시 비가 내리네,['GN0600'],['토마스쿡 (thomascook)']
6704,449207,449207,"['GN0104', 'GN0101']",20090904,사랑 참 어렵다 (이승철 10th 리패키지),652251,[1010],듣고있나요,['GN0100'],['이승철']
6705,358168,358168,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130129,난 자꾸 말을 더듬고 잠드는 법도 잊었네 (리마스터 버전),2173792,[490940],이유,"['GN0500', 'GN0600']",['쏜애플 (THORNAPPLE)']
6706,187622,187622,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130417,Puzzle,2181952,[184730],기침,"['GN0500', 'GN0600']",['타루']
6707,82195,82195,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130423,2nd Part.1,2182576,[305169],잿꽃,"['GN0500', 'GN0800']",['바닐라 어쿠스틱']
6708,353350,353350,"['GN0601', 'GN0606']",20130425,Viva Primavera,2182969,[454254],약국에가면,['GN0600'],['딕펑스 (DICKPUNKS)']
6709,366013,366013,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20101006,잔혹한 여행,1032958,[12307],잔혹한 여행,"['GN0500', 'GN0800']",['한희정']
6710,254804,254804,"['GN0805', 'GN0509', 'GN0502', 'GN0801', 'GN0501']",20101007,가을방학,1035872,[437760],호흡과다,"['GN0500', 'GN0800']",['가을방학']
6711,578311,578311,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],꼭 이만큼만,"['GN0500', 'GN2600']",['캐스커']
6712,499660,499660,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],물고기,"['GN0500', 'GN2600']",['캐스커']
6713,529942,529942,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20091119,Nine Days Or A Million,719176,[100397],깊은 밤 안개 속,"['GN0500', 'GN0600']",['3호선 버터플라이']
6714,529942,529942,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20091119,Nine Days Or A Million,719176,[100397],깊은 밤 안개 속,"['GN0500', 'GN0600']",['3호선 버터플라이']
6715,680374,680374,"['GN1013', 'GN1001']",20091110,Hopes and Fears (Deluxe Edition),719852,[108802],We Might As Well Be Strangers,['GN1000'],['Keane']
6716,535678,535678,['GN0201'],20091201,Sad Freedom,729754,[1130],No Love No More,['GN0200'],['박진영']
6717,1864,1864,"['GN0901', 'GN0902']",20070123,Music For Tourists,739954,[445500],Not Nice,['GN0900'],['Chris Garneau']
6718,1864,1864,"['GN0901', 'GN0902']",20070123,Music For Tourists,739954,[445500],Not Nice,['GN0900'],['Chris Garneau']
